mds_cache_memory_limit,mds_cache_reservation,mds_health_cache_threshold,mds_cache_trim_threshold,mds_cache_trim_decay_rate,mds_recall_max_caps,mds_recall_max_decay_threshold,mds_recall_max_decay_rate,mds_recall_global_max_decay_threshold,mds_recall_warning_threshold,mds_recall_warning_decay_rate,mds_session_cap_acquisition_throttle,mds_session_cap_acquisition_decay_rate,mds_session_max_caps_throttle_ratio,mds_cap_acquisition_throttle_retry_request_timeout,mds_session_cache_liveness_magnitude,mds_session_cache_liveness_decay_rate,mds_max_caps_per_client,mds_cache_mid,mds_dir_max_commit_size,mds_decay_halflife,mds_beacon_interval,mds_beacon_grace,mon_mds_blocklist_interval,mds_reconnect_timeout,mds_tick_interval,mds_dirstat_min_interval,mds_scatter_nudge_interval,mds_client_prealloc_inos,mds_early_reply,mds_default_dir_hash,mds_log_skip_corrupt_events,mds_log_max_events,mds_log_max_segments,mds_bal_sample_interval,mds_bal_replicate_threshold,mds_bal_unreplicate_threshold,mds_bal_split_size,mds_bal_split_rd,mds_bal_split_wr,mds_bal_split_bits,mds_bal_merge_size,mds_bal_interval,mds_bal_fragment_interval,mds_bal_fragment_fast_factor,mds_bal_fragment_size_max,mds_bal_idle_threshold,mds_bal_max,mds_bal_max_until,mds_bal_mode,mds_bal_min_rebalance,mds_bal_min_start,mds_bal_need_min,mds_bal_need_max,mds_bal_midchunk,mds_bal_minchunk,mds_replay_interval,mds_shutdown_check,mds_thrash_exports,mds_thrash_fragments,mds_dump_cache_on_map,mds_dump_cache_after_rejoin,mds_verify_scatter,mds_debug_scatterstat,mds_debug_frag,mds_debug_auth_pins,mds_debug_subtrees,mds_kill_mdstable_at,mds_kill_export_at,mds_kill_import_at,mds_kill_link_at,mds_kill_rename_at,mds_wipe_sessions,mds_wipe_ino_prealloc,mds_skip_ino,mds_min_caps_per_client,bluestore_cache_trim_interval,bluestore_default_buffered_read,bluestore_default_buffered_write,bluestore_deferred_batch_ops,bluestore_deferred_batch_ops_hdd,bluestore_deferred_batch_ops_ssd,bluestore_fsck_read_bytes_cap,bluestore_max_deferred_txc,bluestore_prefer_deferred_size,bluestore_prefer_deferred_size_hdd,bluestore_prefer_deferred_size_ssd,bluestore_throttle_bytes,client_cache_mid,client_cache_size,client_oc,client_oc_max_dirty,client_oc_max_dirty_age,client_oc_max_objects,client_oc_size,client_oc_target_dirty,client_readahead_max_bytes,client_readahead_max_periods,client_readahead_min,ms_async_max_op_threads,ms_async_op_threads,osd_bench_max_block_size,osd_bench_small_size_max_iops,osd_pool_default_cache_max_evict_check_size,osd_pool_default_cache_min_evict_age,osd_pool_default_cache_min_flush_age,osd_pool_default_cache_target_dirty_high_ratio,osd_pool_default_cache_target_dirty_ratio,osd_pool_default_cache_target_full_ratio,osd_target_transaction_size,osd_tier_default_cache_hit_set_count,osd_tier_default_cache_hit_set_grade_decay_rate,osd_tier_default_cache_hit_set_period,osd_tier_default_cache_hit_set_search_last_n,osd_tier_default_cache_min_read_recency_for_promote,osd_tier_default_cache_min_write_recency_for_promote,rbd_cache,rbd_cache_block_writes_upfront,rbd_cache_max_dirty,rbd_cache_max_dirty_age,rbd_cache_max_dirty_object,rbd_cache_size,rbd_cache_target_dirty,rbd_cache_writethrough_until_flush,rbd_enable_alloc_hint,rbd_non_blocking_aio,rbd_readahead_disable_after_bytes,rbd_readahead_max_bytes,Average IOPS
1073752726,1.59662,5.06913,75309,4.9657,6898,22254,7.25884,69621,51803,76.6559,514973,18.7245,4.19325,4.06913,14,9.75884,1051682,4.1105,12,21.6559,17.4834,43.5531,69272.8,105.279,21.6559,13.2937,17.6902,2454,0,5,1,2,734,9.34512,13552.8,4.75884,30983,84486.3,65520.6,22,80,36,13,16.9662,110722,10.3108,0,0,1,3.98639,4.80021,4.92433,8.97277,4.8209,1.58649,6.55198,1,3,3,0,1,0,1,1,0,1,3,2,2,3,3,0,1,1,266,1.59662,1,1,5,106,40,67114719,105,1,46731,124,67130998,2.53457,30235,0,104857600,21.6559,8433,209735639,8415056,678,10,157842,17,19,67136294,476,40,3,5,4.88296,4.44502,4.52776,48,6,27,1319,2,1,2,1,1,25170586,4.9657,3,33557582,16809644,1,0,1,52430353,544938,396
1073767159,1.19144,4.13409,71159,3.92677,5913,22427,6.01213,72148,49459,72.2924,501391,16.4389,3.38288,3.13409,10,8.51213,1067463,3.21702,15,17.2924,13.951,36.0728,52067.9,89.4869,17.2924,10.073,14.3657,1869,0,6,0,-1,1256,7.68284,12098.1,3.51213,28923,68902.2,50975.4,7,61,36,18,12.9144,107108,7.60961,-1,-1,1,2.96824,3.59506,3.84384,6.93647,3.63652,1.17112,5.09748,3,1,1,1,1,1,0,0,1,0,1,4,3,2,3,1,0,1,125,1.19144,0,0,55,106,66,67127698,93,9,35033,2312,67131199,2.06705,30033,1,104857600,17.2924,3452,209718011,8391042,147,8,140987,6,15,67138370,308,22,4,7,3.76091,3.38531,3.55117,44,5,42,2388,2,3,2,0,0,25177161,1.90731,2,33561184,16794973,1,1,0,52439892,542585,392
1073756029,0.186561,1.81514,65710,1.35016,7049,24973,2.92019,69375,61573,61.4707,520963,10.7703,1.37312,0.815141,17,5.42019,1055473,1.00113,20,6.47066,5.19053,17.5211,9398.67,50.3224,6.47066,2.08549,6.1205,2675,1,2,1,1,1396,3.56025,8490.29,0.420188,37201,30252.4,14902.3,19,89,20,6,2.86561,127115,0.910407,-1,0,1,0.443154,0.606182,1.16416,1.88631,0.699179,0.140993,1.49022,2,2,3,0,1,1,1,0,1,1,1,4,1,1,1,0,0,2,193,0.186561,1,0,52,92,60,67126768,68,9,42235,709,67112881,0.907571,23799,1,104857600,6.47066,5346,209733662,8401375,985,12,134655,18,22,67135641,189,41,2,8,0.978169,0.75716,1.12915,37,5,41,1306,3,2,3,1,1,25191572,1.35016,2,33557782,16794131,1,0,0,52432363,547887,395
1073758578,1.06079,3.83258,83780,3.59176,6712,25767,5.61011,69590,47140,70.8854,530439,15.7019,3.12157,2.83258,17,8.11011,1059975,2.92891,12,15.8854,12.812,33.6607,46520.1,84.3948,15.8854,9.03446,13.2936,1254,1,6,1,0,1490,7.14682,11629.0,3.11011,21905,63876.9,46285.2,15,80,36,11,11.6079,126961,6.73858,0,-1,1,2.63993,3.20644,3.49543,6.27985,3.25461,1.03719,4.62847,3,1,2,1,0,0,0,1,0,0,3,4,3,2,3,1,0,2,414,1.06079,1,0,29,73,124,67116705,105,13,47278,940,67123869,1.91629,19189,1,104857600,15.8854,1797,209745417,8390178,812,15,158220,11,9,67113172,147,43,1,7,3.3991,3.0436,3.23626,32,4,37,2195,1,3,3,0,0,25181558,3.59176,2,33563455,16784593,0,1,0,52431696,549579,386
1073744688,1.80381,5.54727,78050,5.49696,7210,20969,7.89635,76954,38058,78.8872,513309,19.8933,4.60763,4.54727,15,10.3964,1057570,4.56739,27,23.8872,19.2897,47.3781,78070.6,113.354,23.8872,14.9406,19.3903,1318,1,5,0,0,1965,10.1951,14296.6,5.39635,15481,92455.3,72958.4,16,56,14,12,19.0381,115351,11.6921,0,0,1,4.50702,5.41648,5.47684,10.014,5.42654,1.79889,7.29575,1,2,1,1,0,1,1,0,1,0,3,4,2,2,3,1,0,1,233,1.80381,0,1,46,110,124,67139236,100,2,48430,1498,67130171,2.77363,26758,1,104857600,23.8872,7807,209741785,8389780,407,12,133337,11,5,67113892,274,29,6,1,5.45672,4.9869,5.02714,35,6,41,1316,2,3,3,1,1,25193901,5.49696,1,33564426,16788537,0,1,1,52454330,524711,400
1073770041,0.272882,2.01434,76944,1.57149,7035,22463,3.18579,77811,42675,62.4003,521269,11.2573,1.54576,1.01434,11,5.68579,1066046,1.19148,23,7.40027,5.94308,19.1148,13064.0,53.6867,7.40027,2.77163,6.82878,1294,1,6,0,2,250,3.91439,8800.21,0.685792,34981,33572.5,18001.0,21,63,30,10,3.72882,125543,1.48588,-1,-1,1,0.660064,0.862932,1.39435,2.32013,0.951503,0.229483,1.80009,1,3,3,0,1,0,0,1,0,0,4,4,3,2,2,0,1,2,300,0.272882,0,0,39,112,16,67111024,38,8,32980,491,67126507,1.00717,28138,0,104857600,7.40027,8009,209716255,8404106,162,4,153613,11,17,67126913,396,14,6,6,1.21721,0.982923,1.3372,30,6,27,1873,2,1,3,0,0,25195242,1.57149,1,33584620,16808055,1,0,1,52458961,530555,397
1073752800,0.967358,3.61698,78404,3.3522,7324,18359,5.32264,71039,32880,69.8792,518592,15.1748,4.41742,4.32779,16,10.1037,1076093,4.35766,13,22.863,18.4605,45.6223,74032.1,109.647,22.863,14.1846,18.6099,2226,1,8,0,0,933,9.80496,13955.2,5.10372,22324,88797.3,69544.2,17,75,29,16,18.0871,127888,11.0581,-1,-1,1,4.26804,5.13359,5.22322,9.53607,5.14853,1.70139,6.95434,3,2,3,1,0,0,0,1,1,1,2,2,4,1,1,1,1,2,436,1.70871,1,1,9,102,66,67127841,108,1,45332,2208,67117063,2.66389,19840,0,104857600,22.863,8094,209731824,8411671,822,4,152426,9,13,67113661,302,29,6,1,5.19334,4.73816,4.79791,33,4,29,2115,1,3,2,1,1,25167024,5.2531,3,33584545,16785345,0,0,1,52454876,556644,391
1073760046,0.741972,3.09686,78700,2.77429,6512,19957,4.62915,71023,48756,67.452,522171,13.9034,2.48394,2.09686,13,7.12915,1074077,2.22589,25,12.452,10.0326,27.7749,32982.6,71.9692,12.452,6.50029,10.6777,2511,0,5,1,-1,1102,5.83886,10484.4,2.12915,11795,51614.7,34840.4,2,85,34,5,8.41972,123949,4.61315,-1,0,1,1.8388,2.25817,2.64526,4.6776,2.32269,0.71036,3.484,1,2,3,0,1,1,0,0,0,1,2,3,4,1,1,1,0,1,170,0.741972,0,1,34,78,18,67128885,94,6,49871,2394,67126434,1.54843,25413,1,104857600,12.452,5554,209738371,8416332,178,13,147199,20,7,67127182,440,19,6,8,2.51623,2.20977,2.46783,45,5,27,1877,3,3,1,0,1,25182709,2.77429,2,33566451,16782279,1,1,1,52452139,552886,400
1073754995,1.93159,5.84213,75561,5.82459,5852,27504,8.28951,66813,65337,80.2633,532416,20.6141,4.86318,4.84213,14,10.7895,1070309,4.84915,27,25.2633,20.4036,49.7371,83496.2,118.334,25.2633,15.9562,20.4387,1564,1,8,1,1,925,10.7193,14755.4,5.78951,36181,97369.9,77545.3,11,87,19,18,20.3159,106570,12.5439,-1,0,1,4.8281,5.79653,5.81758,10.6562,5.80004,1.92987,7.75443,3,3,3,0,0,1,1,1,1,1,1,1,2,1,3,0,0,1,352,1.93159,1,1,40,100,113,67109132,73,10,36839,461,67115625,2.92107,22349,1,104857600,25.2633,6060,209736183,8415885,675,12,131459,21,18,67108897,187,31,2,8,5.81056,5.32109,5.33512,41,5,27,1358,3,3,1,0,1,25197934,5.82459,3,33559396,16796436,0,0,1,52436453,545675,396
1073761766,0.115955,1.6522,80936,1.16911,7565,25008,2.70294,67227,38527,60.7103,507562,10.3721,1.23191,0.652203,13,5.20294,1064454,0.845439,23,5.71028,4.57499,16.2176,6400.57,47.5705,5.71028,1.52426,5.54117,2574,1,2,0,0,1491,3.27058,8236.79,0.202937,29597,27536.8,12367.6,4,65,21,13,2.15955,114729,0.439698,0,0,1,0.265732,0.396173,0.975879,1.53146,0.492791,0.068612,1.23676,1,1,1,1,0,0,0,0,0,0,4,2,4,1,2,1,1,2,349,0.115955,1,0,24,116,48,67119684,80,7,41921,105,67113114,0.826102,28161,1,104857600,5.71028,8325,209719332,8404587,490,13,135455,8,3,67122563,461,35,8,8,0.782644,0.572497,0.958968,41,5,37,1311,2,2,3,0,0,25173579,1.16911,3,33579752,16808417,1,1,1,52448462,553466,388
1073757788,1.86013,5.67722,76448,5.64136,5677,23687,8.06963,70578,42481,79.4937,500297,20.211,4.72026,4.67722,10,10.5696,1069121,4.69157,24,24.4937,19.7806,48.4178,80461.8,115.549,24.4937,15.3882,19.8524,2546,0,3,1,3,335,10.4262,14498.8,5.56963,33254,94621.3,74980.0,17,83,37,16,19.6013,119149,12.0675,-1,-1,1,4.64853,5.58398,5.62701,10.2971,5.59115,1.85662,7.4979,2,3,2,0,1,1,1,0,1,0,3,4,3,3,1,0,0,2,410,1.86013,0,1,35,107,116,67112256,56,2,38713,1895,67122353,2.83861,20569,1,104857600,24.4937,1783,209741519,8411459,438,7,142742,8,20,67129791,465,23,4,5,5.61267,2.79329,3.00558,33,4,47,1600,1,3,2,1,0,25191374,3.34636,3,33556874,16799089,1,0,0,52431467,537160,385
1073749434,1.3433,4.48453,79221,4.31615,7685,21977,6.47937,76976,49298,73.9278,528110,17.2955,3.68659,3.48453,13,8.97937,1062407,3.55188,28,18.9278,15.2749,38.8762,58516.0,95.4054,18.9278,11.2801,15.6117,1457,1,6,0,0,558,8.30583,12643.3,3.97937,10468,74742.8,56426.7,3,77,10,8,14.433,114162,8.62198,0,0,1,3.34982,4.04673,4.24879,7.69964,4.08041,1.32679,5.6426,1,2,1,0,0,1,1,0,1,1,2,2,3,1,3,1,0,1,245,1.3433,0,0,21,108,126,67117120,58,10,44855,1710,67122340,2.24227,27182,0,104857600,18.9278,5498,209730908,8418610,469,11,134425,5,1,67120255,465,48,4,4,4.18144,3.78247,3.91718,44,4,43,1536,1,1,3,0,1,25195675,4.31615,2,33581486,16789674,1,1,1,52442229,526428,299
1073761029,1.50307,4.85323,66682,4.72581,7241,18893,6.97098,72363,58660,75.6484,522151,18.1968,4.00613,3.85323,13,9.47098,1049269,3.9042,11,20.6484,16.6678,41.8259,65300.2,101.632,20.6484,12.55,16.9226,1293,0,6,1,1,1707,8.9613,13216.9,4.47098,36140,80887.9,62162.1,18,88,39,16,16.0307,117575,9.68712,0,-1,1,3.7513,4.52194,4.67485,8.50259,4.54743,1.49058,6.21614,3,3,1,0,1,1,1,1,1,0,4,3,4,3,2,1,1,1,444,1.50307,1,1,4,121,61,67127011,36,18,45996,1469,67135518,2.42662,31065,1,104857600,20.6484,4860,209728352,8395599,1000,15,134646,16,2,67115063,345,17,8,7,4.62388,4.20033,4.30226,37,5,44,1819,2,3,1,1,0,25181870,4.72581,3,33556549,16808111,1,1,0,52461258,535008,371
1073759064,1.95987,5.90739,83565,5.8971,5148,23574,8.37652,71025,37491,80.5678,519463,20.7736,4.91974,4.90739,11,10.8765,1073388,4.9115,24,25.5678,20.6501,50.2591,84696.9,119.436,25.5678,16.181,20.6707,1657,1,7,1,-1,894,10.8354,14856.9,5.87652,11308,98457.4,78560.3,22,51,45,11,20.5987,130217,12.7325,0,0,1,4.89915,5.88063,5.89298,10.7983,5.88269,1.95886,7.85593,2,2,2,1,1,0,1,0,1,0,1,3,1,2,2,0,0,2,422,1.95987,1,1,11,121,86,67136304,41,15,37683,186,67137926,2.95369,27337,0,104857600,25.5678,9275,209736125,8415111,384,6,162353,10,20,67134608,165,33,3,4,5.88886,5.39504,5.40327,40,6,48,1206,2,3,1,0,0,25180239,5.8971,1,33577648,16779816,1,1,0,52433896,527432,389
1073743097,1.98295,5.96064,69970,5.95627,5581,23210,8.44753,76914,62250,80.8163,520893,20.9038,4.96589,4.96064,13,10.9475,1080739,4.96239,20,25.8163,20.8513,50.6852,85676.9,120.335,25.8163,16.3644,20.8601,1397,1,8,0,3,939,10.93,14939.8,5.94753,21233,99345.1,79388.8,6,87,10,12,20.8295,127329,12.8863,0,0,1,4.95715,5.94928,5.95452,10.9143,5.95015,1.98252,7.93878,1,3,2,0,0,0,1,1,0,0,1,2,1,3,1,1,1,1,267,1.98295,0,1,54,124,57,67133849,42,4,37840,1717,67135989,2.98032,20041,1,104857600,25.8163,7684,209718158,8396599,705,11,132516,6,17,67117248,406,28,3,8,5.95277,5.4554,5.4589,47,4,30,1723,3,1,2,1,0,25182714,5.95627,3,33562714,16777334,0,1,1,52429562,533370,394
1073747550,1.95002,5.88466,69984,5.87184,5544,16492,8.34621,68969,63739,68.6253,522597,14.518,2.70185,2.34829,18,7.46438,1073344,2.46614,26,13.6253,10.9824,29.7863,37608.9,76.2155,13.6253,7.36632,11.5717,1251,0,6,1,2,1327,6.28584,10875.5,2.46438,34018,55805.2,38751.5,18,54,46,16,9.50924,100469,5.3395,-1,-1,1,2.11258,2.58224,2.9358,5.22516,2.64116,0.82205,3.87511,2,2,3,0,1,1,0,0,0,1,4,2,4,2,1,1,0,2,102,0.850924,1,0,29,123,34,67127452,74,6,38038,1913,67140436,1.67414,17139,0,104857600,13.6253,3432,209740351,8405438,713,12,147638,22,3,67119015,328,40,1,1,2.81794,2.49473,2.73043,32,6,32,1989,2,2,2,1,0,25187033,3.05365,2,33579507,16786807,1,1,1,52439219,528222,392
1073754640,0.711102,3.02562,66471,2.69513,6372,23651,4.53416,69223,39109,67.1196,527831,13.7293,2.4222,2.02562,17,7.03416,1073232,2.15782,13,12.1196,9.76346,27.205,31671.8,70.766,12.1196,6.25492,10.4244,2796,1,8,0,3,456,5.71221,10373.5,2.03416,41296,50427.3,33732.2,12,97,43,13,8.11102,126384,4.40735,0,0,1,1.76123,2.16636,2.56294,4.52246,2.23245,0.678715,3.37319,1,3,1,1,1,0,0,0,0,1,2,2,3,2,1,0,0,2,217,0.711102,1,1,3,74,66,67122971,71,3,47416,2044,67111677,1.51281,24701,0,104857600,12.1196,4235,209739847,8413901,343,9,131826,6,8,67124905,472,15,3,4,2.43074,2.12904,2.39343,34,6,22,1981,3,3,3,0,0,25183607,2.69513,2,33558339,16784997,0,1,0,52438325,555965,394
1073745310,1.80318,5.54579,78285,5.49533,7793,25701,7.89439,68745,63610,78.8804,506055,19.8897,4.60635,4.54579,17,10.3944,1051339,4.56598,11,23.8804,19.2841,47.3663,78043.5,113.329,23.8804,14.9355,19.385,1162,1,4,0,2,1083,10.1925,14294.4,5.39439,23335,92430.8,72935.5,19,96,43,15,19.0318,102685,11.6878,0,-1,1,4.50542,5.41458,5.47514,10.0108,5.42467,1.79823,7.29346,1,1,3,0,0,1,0,0,0,0,3,1,4,2,3,1,0,2,290,1.80318,1,1,10,120,103,67141371,42,22,33965,1606,67124464,2.7729,25938,1,104857600,23.8804,8448,209724058,8414091,294,5,157044,22,3,67141462,161,29,3,3,5.45495,4.98523,5.02561,34,4,21,1740,1,1,3,0,1,25186407,5.49533,2,33576494,16806319,0,1,0,52450132,549621,386
1073751297,1.28145,4.34181,76565,4.15757,5307,20503,6.28908,76030,48093,73.2618,511336,16.9466,3.5629,3.34181,12,8.78908,1053043,3.41551,12,18.2618,14.7357,37.7345,55890.0,92.995,18.2618,10.7885,15.1042,1839,0,4,1,2,1105,8.05211,12421.2,3.78908,39290,72364.2,54206.6,9,81,30,14,13.8145,102670,8.20968,-1,0,1,3.19442,3.86278,4.08387,7.38883,3.89963,1.2634,5.4206,2,1,2,0,1,0,0,1,0,0,4,3,2,3,2,1,1,1,266,1.28145,1,0,32,101,31,67115545,110,6,39955,1333,67117711,2.17091,26640,0,104857600,18.2618,7734,209719075,8419854,328,15,156195,11,20,67136798,358,15,4,3,4.01017,3.62072,3.76811,31,4,33,1525,2,2,1,1,1,25177368,4.15757,1,33571181,16803830,0,0,0,52447093,553240,387
1073754852,0.0818546,1.57351,76748,1.08168,5896,18482,2.59801,75109,44664,60.343,531816,10.1797,1.16371,0.573511,12,5.09801,1073992,0.770243,26,5.34305,4.27771,15.5881,4952.61,46.2415,5.34305,1.2532,5.26137,2440,1,3,0,0,599,3.13069,8114.37,0.0980141,23556,26225.2,11143.5,18,58,15,10,1.81855,108764,0.212364,-1,0,1,0.180045,0.294747,0.884946,1.36009,0.393113,0.033655,1.11435,3,3,2,0,0,1,1,0,0,0,3,3,1,3,2,0,0,2,372,0.0818546,1,1,7,118,77,67115657,64,10,40762,577,67129735,0.786755,25082,0,104857600,5.34305,3582,209715206,8405770,405,6,151892,9,4,67120922,146,35,3,1,4.04139,3.65021,3.79529,33,4,23,1780,3,2,2,1,0,25194828,4.18648,3,33582077,16801050,1,1,0,52444318,542324,390
1073758310,1.78274,5.49863,77860,5.44292,7058,24244,7.83151,69491,50530,78.6603,524175,19.7744,4.56548,4.49863,14,10.3315,1080666,4.52091,28,23.6603,19.1059,46.989,77175.7,112.532,23.6603,14.7731,19.2173,2244,1,8,1,0,842,10.1087,14221.0,5.33151,34943,91644.7,72201.8,11,67,33,15,18.8274,124011,11.5516,-1,-1,1,4.45406,5.35379,5.42064,9.90813,5.36493,1.77728,7.22009,3,1,3,1,1,0,1,0,0,1,3,3,2,2,1,0,0,2,158,1.78274,0,0,56,68,36,67118510,83,13,34152,784,67132459,2.74931,21803,0,104857600,23.6603,5802,209728876,8417845,512,7,144705,9,22,67136418,398,28,3,1,5.39836,4.93178,4.97635,30,6,33,1758,1,3,2,1,1,25167165,5.44292,2,33583526,16803367,0,1,0,52456579,536080,398
1073745357,1.4601,4.75408,77640,4.61564,5495,24189,6.83877,74801,39269,75.1857,525096,17.9544,3.9202,3.75408,10,9.33877,1063219,3.80945,11,20.1857,16.2932,41.0326,63475.8,99.9578,20.1857,12.2085,16.5701,2395,0,7,1,-1,355,8.78503,13062.6,4.33877,13478,79235.4,60619.7,9,82,12,5,15.601,115632,9.40067,-1,-1,1,3.64333,4.39415,4.56027,8.28666,4.42183,1.44653,6.0619,3,2,1,0,0,0,0,0,0,1,2,4,1,3,3,0,0,1,196,1.4601,1,0,38,83,80,67119659,52,3,38821,327,67113146,2.37704,33862,1,104857600,20.1857,2210,209744656,8406372,438,17,133892,20,22,67118451,344,27,2,4,4.5049,4.08796,4.19871,39,6,30,2022,3,3,2,0,0,25173964,4.61564,1,33577376,16784525,1,0,1,52460150,526073,384
1073766736,0.817376,3.27087,67460,2.96763,7773,16488,4.86116,70416,45509,68.2641,513382,14.3288,2.63475,2.27087,10,7.36116,1053744,2.39216,21,13.2641,10.6899,29.1669,36184.4,74.908,13.2641,7.09966,11.2964,2211,0,6,1,-1,851,6.14821,10755.1,2.36116,37232,54514.9,37547.2,15,85,19,9,9.17376,107280,5.11584,-1,0,1,2.02828,2.48245,2.84634,5.05656,2.5431,0.787659,3.75468,3,1,2,1,1,1,0,0,1,0,2,4,1,3,2,0,0,2,103,0.817376,1,0,47,88,96,67116064,84,7,45702,1588,67121497,1.63543,28244,0,104857600,13.2641,2224,209724544,8416348,459,15,142835,5,9,67138863,112,28,7,2,2.72504,2.40698,2.64957,44,5,39,1688,1,2,2,0,0,25194490,2.96763,2,33581566,16798058,1,0,0,52460299,538225,392
1073758331,1.04495,3.79603,67809,3.55115,6173,26981,5.56138,77082,44057,70.7148,517056,15.6125,3.08989,2.79603,15,8.06138,1070439,2.89399,12,15.7148,12.6739,33.3683,45847.5,83.7774,15.7148,8.90855,13.1637,2039,1,7,1,-1,1961,7.08183,11572.1,3.06138,10703,63267.7,45716.6,17,77,29,8,11.4495,108093,6.63298,0,0,1,2.60012,3.15933,3.45319,6.20025,3.20831,1.02095,4.57161,3,3,1,1,0,1,1,0,0,0,1,4,3,3,2,0,0,1,418,1.04495,0,0,19,118,36,67124173,52,2,38118,1016,67125567,1.89802,17678,0,104857600,15.7148,5904,209723928,8412211,507,11,158524,8,13,67128764,197,40,8,5,3.35524,3.00217,3.19808,34,4,44,1495,1,1,1,0,1,25183054,3.55115,2,33561979,16778677,1,1,1,52460669,530963,396
1073761771,0.234408,1.92556,80556,1.47284,7226,22881,3.06741,70559,48658,61.9859,512699,11.0402,1.46882,0.925556,18,5.56741,1065261,1.10664,25,6.98593,5.60766,18.4044,11430.3,52.1872,6.98593,2.4658,6.51309,2369,1,2,1,3,703,3.75654,8662.07,0.567408,35892,32092.7,16619.9,13,54,48,14,3.34408,128721,1.22938,0,0,1,0.563383,0.748494,1.29175,2.12677,0.839037,0.190041,1.66198,2,1,1,1,1,0,1,1,1,0,3,2,4,2,3,0,0,2,278,0.234408,1,1,32,111,58,67129547,79,5,44987,2211,67118128,0.962778,23012,0,104857600,6.98593,5185,209723012,8398763,163,9,148795,9,14,67141025,440,14,6,6,1.11067,0.882297,1.24447,30,6,21,2244,3,2,1,0,0,25177967,1.47284,2,33559752,16805376,0,0,0,52456074,540099,382
1073758532,1.99561,5.98988,72962,5.98875,7166,26417,8.4865,80185,62945,80.9528,507129,20.9753,4.99123,4.98988,14,10.9865,1065875,4.99033,28,25.9528,20.9618,50.919,86214.7,120.829,25.9528,16.4651,20.964,2158,0,7,0,1,899,10.982,14985.3,5.9865,33628,99832.3,79843.5,17,55,29,7,20.9561,124170,12.9708,0,0,1,4.98898,5.98695,5.9883,10.978,5.98718,1.9955,7.98425,2,3,1,0,0,0,1,0,0,1,1,3,2,2,3,1,1,1,388,1.99561,1,1,51,123,68,67129662,67,7,35799,1263,67111224,2.99494,28538,0,104857600,25.9528,5038,209743338,8411834,494,16,140752,5,4,67122770,263,45,8,2,5.98785,5.48853,5.48943,36,5,47,2204,1,1,1,0,0,25196336,5.98875,1,33563347,16807196,0,1,0,52454321,529811,395
1073773022,1.35624,4.5144,67151,4.34933,5842,27404,6.5192,77460,34584,74.0672,520057,17.3685,3.71248,3.5144,17,9.0192,1062995,3.58043,28,19.0672,15.3877,39.1152,59065.6,95.9099,19.0672,11.3829,15.7179,1215,0,5,1,-1,1353,8.35893,12689.7,4.0192,40001,75240.7,56891.3,15,73,32,11,14.5624,128670,8.70827,0,0,1,3.38235,4.08523,4.28331,7.76469,4.11824,1.34006,5.68907,1,2,1,0,0,0,1,0,0,0,4,4,1,2,1,0,0,2,406,1.35624,0,1,49,70,58,67130642,89,2,47865,1568,67135155,2.2572,27119,1,104857600,19.0672,2938,209738393,8396157,810,12,134411,12,20,67111524,270,29,4,6,4.21728,3.81632,3.94837,37,5,42,2110,1,3,1,1,0,25177984,4.34933,1,33557456,16792082,1,1,0,52432734,533503,389
1073773710,0.521692,2.58852,66782,2.20947,6219,25062,3.95136,69631,50990,65.0798,509906,12.6608,2.04338,1.58852,11,6.45136,1060489,1.74014,10,10.0798,8.11218,23.7082,23629.0,63.3839,10.0798,4.74935,8.87029,1447,0,8,0,0,639,4.93515,9693.49,1.45136,16970,43142.2,26932.8,3,54,36,11,6.21692,108953,3.14461,-1,-1,1,1.28528,1.60298,2.05784,3.57055,1.67879,0.484545,2.69325,2,3,1,0,0,1,1,1,1,0,4,2,4,3,2,1,0,1,303,0.521692,0,0,55,88,61,67133365,90,8,46296,542,67121194,1.29426,30727,1,104857600,10.0798,6453,209728130,8390905,581,14,146991,17,21,67127589,219,37,3,7,1.90622,1.63366,1.9369,40,4,35,2370,2,2,1,1,0,25174244,2.20947,1,33574439,16779165,0,1,0,52456667,543527,385
1073749260,1.67524,5.25056,66102,5.16729,7432,17087,7.50074,83194,65482,77.5026,524117,19.168,4.35048,4.25056,11,10.0007,1065666,4.28387,26,22.5026,18.1688,45.0045,72611.1,108.343,22.5026,13.9186,18.3353,1717,1,2,0,1,1344,9.66766,13835.0,5.00074,18039,87510.1,68342.8,5,81,22,13,17.7524,124838,10.8349,0,-1,1,4.18394,5.03405,1.43377,2.39442,0.994711,0.244636,1.85315,1,3,3,0,0,0,0,0,1,1,2,3,3,1,2,0,1,1,222,0.287664,0,0,25,90,62,67136601,59,3,37285,602,67115294,1.02423,17865,0,104857600,7.55946,9018,209720330,8412258,955,16,133427,8,3,67140461,422,37,1,5,1.25815,1.02158,1.37283,32,6,22,2012,1,2,3,0,1,25176656,1.6094,1,33571731,16783242,1,1,0,52446846,530727,394
